code_switched,arabic,english
اقنعنى انا مثلا ماقتنعتش ان انا اسافر,اقنعنى انا مثلا ماقتنعتش ان انا اسافر,Persuade me as I was not convinced to travel abroad.
لأ,لأ,No.
علشان هم ما .. ما ماصرفوش الفلوس الللى ناس تانية صرفتها عشان تتعلم كتير قوى,علشان هم ما .. ما ماصرفوش الفلوس الللى ناس تانية صرفتها عشان تتعلم كتير قوى,Because they .. didn't pay what other people paid to learn
هم ماتعبوش المجهود اللي ناس تانية تعبته جدا جدا عشان تتعلم,هم ماتعبوش المجهود اللي ناس تانية تعبته جدا جدا عشان تتعلم,They didn't exert the same effort that other people had exerted to learn.
و بيلعبوا أه حاجة بيحبوها و كل حاجة بيلعبوا، بس في الآخر at the end بياخدوا أكتر من أى حد ممكن يكون تعب جدا في .. في .. في .. في education في الحاجات اللي هي بتأثر اصلا في المستقبل كله يعني,و بيلعبوا أه حاجة بيحبوها و كل حاجة بيلعبوا، بس في الآخر في النهاية بياخدوا أكتر من أى حد ممكن يكون تعب جدا في .. في .. في .. في التعليم في الحاجات اللي هي بتأثر اصلا في المستقبل كله يعني,"Yes, the play it and they like it but at the end they got paid more than other people that really worked hard in education so this is what affects the future."
يعني لأ ماقدرش احدد على حسب الشغل و على حسب ال+field و على حسب ال+position,يعني لأ ماقدرش احدد على حسب الشغل و على حسب المجال و على حسب المنصب,"I can't say because it depends on work, field and position."
ماعرفش طبعا لأ,ماعرفش طبعا لأ,"No, definitely I don't know."
يعنى اكيد واحد manager team كامل مثلا engineering اكيد بيدخل رقم غير لما يكون واحد مثلا بيشتغل حاجة تانية اقل يعني,يعنى اكيد واحد مدير فريق كامل مثلا هندسة اكيد بيدخل رقم غير لما يكون واحد مثلا بيشتغل حاجة تانية اقل يعني,Of course one like a manager team for example an engineer will earn a better salary than anyone else who's having a different job.
مثلا,مثلا,For example
عالمي laugh,عالمي ضحك,International laugh
Okay شكر,تمام شكر,Okay thank you
Okay طيب ممكن تقوليلنا اتولدتي فين او منين يعني؟,تمام طيب ممكن تقوليلنا اتولدتي فين او منين يعني؟,Okay can you tell us? where were you born? Or where are you from?
و اتعلمتي فين او تعليمك كان ايه و كده؟,و اتعلمتي فين او تعليمك كان ايه و كده؟,Where did you study? What was your education?
Okay انت كنت في مدرسة national ولا international؟,تمام انت كنت في مدرسة قومية ولا دولية؟,Okay did you go to a national or an international school?
ماشي طيب أنت major أيه في في الجامعة؟,ماشي طيب أنت تخصص أيه في في الجامعة؟,"Okay, what's your major at university?"
و بتدرسي أيه عامة؟,و بتدرسي أيه عامة؟,What do you study in general?
احكيلنا عن دراستك يعني,احكيلنا عن دراستك يعني,Tell us about your study.
Okay طيب أنت امتى اختارتي ال+major ده؟,تمام طيب أنت امتى اختارتي التخصص ده؟,"Okay, when did you choose your major?"
امتى حددتي قررتي أنك عاوزه Computer Science؟,امتى حددتي قررتي أنك عاوزه حاسبات ومعلومات؟,When did you decide that you want computer science?
مثلا clubs أو scout او حاجة ما شابه يعني service organization بتعمليها و بتهدف لإيه؟,مثلا أندية أو كشافة او حاجة ما شابه يعني منظمة خدمية بتعمليها و بتهدف لإيه؟,Are you a member of clubs or scout or anything like a service organization and what are their objectives?
و بتعملى فيها أيه؟,و بتعملى فيها أيه؟,What do you do there?
ماشي okay طيب أيه أكتر فيلم بتحبيه؟,ماشي تمام طيب أيه أكتر فيلم بتحبيه؟,Well okay what's your favorite movie?
Okay,تمام,Okay.
Okay,تمام,Okay.
طيب اشتغلتي قبل كده part-time أو full-time أو internship أو أي حاجة؟,طيب اشتغلتي قبل كده دوام جزئي أو دوام كامل أو تدريب أو أي حاجة؟,Have you worked before part-time or full-time or have you attended an internship or something?
و ممكن تحكيلنا عنها؟,و ممكن تحكيلنا عنها؟,Can you tell us about it?
أيه مثلا وقت في حياتك أكتر وقت حسيتى أنه turning point و خلاكي كنت بتفكري بطريقة و بعدين فكرتي بشكل تاني خالص دلوقت؟,أيه مثلا وقت في حياتك أكتر وقت حسيتى أنه نقطة تحول و خلاكي كنت بتفكري بطريقة و بعدين فكرتي بشكل تاني خالص دلوقت؟,When did you feel that this was a turning point that made you think differently now?
ليه حسيتى فجأة أن انت بعد أسبوعين أنت مش قادرة تمشي في Architecture و قررتي تغيرى؟,ليه حسيتى فجأة أن انت بعد أسبوعين أنت مش قادرة تمشي في عمارة و قررتي تغيرى؟,Why did you feel that you weren't able to continue in Architecture and that you decided to change?
Okay,تمام,Okay
ممكن تحكيلنا عن role models أنت شيفاهم في كل حاجة,ممكن تحكيلنا عن نماذج مثل أعلى أنت شيفاهم في كل حاجة,Can you tell us about your role models in everything?
يعني مثلا شايفة الشخص role model في كذه,يعني مثلا شايفة الشخص مثل أعلى في كذه,"For example, you see this person as a role model in a certain field."
و شخص تاني role model في كذا,و شخص تاني مثل أعلى في كذا,And another role model in a another field
مافيش مانع من ده,مافيش مانع من ده,No problem with that
دي حاجة طبيعية,دي حاجة طبيعية,This is normal.
في حاجة تانية؟,في حاجة تانية؟,Is there anything else?
في fields تانية ليكى role model فيها؟,في مجالات تانية ليكى مثل أعلى فيها؟,Do you have any other role model in another fields?
بتحسي ساعات بصعوبة لما بتيجي تتعاملي مع ناس of different social level مثلا أقل أو اكتر او أعلى؟,بتحسي ساعات بصعوبة لما بتيجي تتعاملي مع ناس من مستوى اجتماعي مختلف مثلا أقل أو اكتر او أعلى؟,Do you feel that it's difficult to deal with people of a different social level maybe in a higher or a lower level?
Okay طيب أيه أكتر حاجة بتحبيها في نفسك؟ في طريقتك؟ في شخصيتك؟,تمام طيب أيه أكتر حاجة بتحبيها في نفسك؟ في طريقتك؟ في شخصيتك؟,Okay well what do you like the most about yourself? Your way? Your personality?
